,Unnamed: 0,X2,X3,X5,X9,"Y(1=default, 0=non-default)",odds
636,636,24,2,3,3,0,-0.4640000000000002
637,637,60,3,1,3,0,0.956
638,638,12,2,1,3,0,-0.258
639,639,42,3,1,2,1,0.13700000000000007
640,640,18,2,1,1,1,-0.426
641,641,15,2,1,3,0,-0.15300000000000002
642,642,15,2,2,2,1,-0.6549999999999999
643,643,24,4,1,3,0,-0.77
644,644,18,4,1,2,0,-1.169
645,645,36,3,5,3,1,-1.136
646,646,30,0,1,1,0,0.9260000000000002
647,647,12,2,3,2,1,-1.073
648,648,24,2,1,4,1,0.35100000000000003
649,649,12,2,1,3,1,-0.258
650,650,48,2,1,4,0,1.191
651,651,12,2,1,2,1,-0.44699999999999995
652,652,24,2,1,1,1,-0.21599999999999997
653,653,36,3,2,3,1,-0.19699999999999995
654,654,24,4,1,3,0,-0.77
655,655,14,2,1,4,0,0.0010000000000000009
656,656,12,2,1,3,1,-0.258
657,657,48,2,5,3,0,-0.2499999999999999
658,658,30,0,1,3,0,1.304
659,659,18,4,1,4,0,-0.7909999999999999
660,660,12,2,1,1,0,-0.6359999999999999
661,661,12,2,5,3,1,-1.51
662,662,21,2,1,1,0,-0.321
663,663,6,3,1,2,0,-1.1230000000000002
664,664,6,4,1,2,0,-1.589
665,665,24,4,1,4,0,-0.581
666,666,30,1,4,3,0,-0.10099999999999998
667,667,48,1,1,1,0,1.0900000000000003
668,668,12,4,1,2,1,-1.379
669,669,30,4,1,2,0,-0.749
670,670,24,4,2,2,0,-1.2719999999999998
671,671,36,2,2,3,0,0.26900000000000013
672,672,60,2,1,2,0,1.233
673,673,6,4,3,3,0,-2.026
674,674,21,3,3,1,1,-1.413
675,675,30,4,1,3,0,-0.56
676,676,24,4,1,3,0,-0.77
677,677,72,2,2,3,1,1.5290000000000004
678,678,24,2,1,1,0,-0.21599999999999997
679,679,18,2,1,1,0,-0.426
680,680,6,2,1,4,0,-0.2789999999999999
681,681,12,2,5,4,0,-1.321
682,682,15,3,1,1,0,-0.9970000000000001
683,683,24,4,1,4,0,-0.581
684,684,36,3,2,2,0,-0.3859999999999999
685,685,60,2,5,4,0,0.3590000000000002
686,686,10,4,5,2,0,-2.7009999999999996
687,687,36,3,2,4,0,-0.007999999999999896
688,688,9,2,2,3,0,-0.6759999999999999
689,689,12,2,4,2,0,-1.3860000000000001
690,690,15,4,1,2,0,-1.274
691,691,15,2,2,1,0,-0.8439999999999999
692,692,24,2,2,3,0,-0.15100000000000002
693,693,6,4,5,1,0,-3.0300000000000002
694,694,24,2,1,3,0,0.16199999999999998
695,695,6,2,3,2,0,-1.283
696,696,12,2,1,1,0,-0.6359999999999999
697,697,12,4,1,2,0,-1.379
698,698,18,4,1,3,0,-0.98
699,699,15,2,1,3,0,-0.15300000000000002
700,700,12,2,3,3,1,-0.8840000000000001
701,701,48,4,1,4,1,0.25900000000000006
702,702,24,2,2,4,0,0.038000000000000034
703,703,30,3,2,2,0,-0.5960000000000001
704,704,27,2,1,2,0,0.07800000000000001
705,705,15,2,3,4,0,-0.5900000000000001
706,706,48,2,2,2,1,0.5000000000000001
707,707,12,0,1,2,1,0.48500000000000004
708,708,9,2,1,1,0,-0.7409999999999999
709,709,9,2,1,1,0,-0.7409999999999999
710,710,18,4,3,2,0,-1.795
711,711,6,1,1,4,1,0.18700000000000006
712,712,21,2,5,1,0,-1.573
713,713,9,4,1,1,0,-1.6729999999999998
714,714,60,2,1,4,1,1.6110000000000002
715,715,30,4,5,3,0,-1.812
716,716,30,4,5,3,0,-1.812
717,717,18,2,1,4,0,0.14100000000000001
718,718,24,4,5,3,0,-2.0220000000000002
719,719,20,0,2,3,0,0.641
720,720,9,0,1,3,1,0.569
721,721,6,1,4,2,1,-1.13
722,722,12,2,1,1,1,-0.6359999999999999
723,723,9,2,3,1,0,-1.367
724,724,27,2,1,1,1,-0.11099999999999999
725,725,6,4,4,1,0,-2.717
726,726,15,4,3,2,0,-1.9
727,727,18,2,1,3,1,-0.04800000000000004
728,728,48,1,1,4,1,1.6570000000000003
729,729,24,4,4,1,0,-2.0869999999999997
730,730,24,3,1,3,0,-0.30400000000000005
731,731,24,2,1,1,1,-0.21599999999999997
732,732,8,2,1,1,0,-0.776
733,733,24,2,4,3,0,-0.7769999999999999
734,734,4,4,1,1,0,-1.8480000000000003
735,735,36,1,5,4,0,-0.01499999999999968
736,736,24,2,1,3,1,0.16199999999999998
737,737,18,2,2,3,0,-0.361
738,738,6,4,1,4,0,-1.211
739,739,30,0,2,3,1,0.991
740,740,24,1,2,3,0,0.315
741,741,10,1,1,1,0,-0.24
742,742,21,2,5,2,0,-1.384
743,743,24,1,3,1,0,-0.37599999999999995
744,744,39,4,5,2,0,-1.686
745,745,13,4,1,2,0,-1.3439999999999999
746,746,15,2,1,3,0,-0.15300000000000002
747,747,12,2,1,1,1,-0.6359999999999999
748,748,21,2,5,3,0,-1.195
749,749,15,2,1,3,0,-0.15300000000000002
750,750,6,2,1,2,0,-0.6569999999999999
751,751,18,2,1,3,1,-0.04800000000000004
752,752,12,2,2,1,0,-0.9489999999999998
753,753,30,4,1,3,0,-0.56
754,754,12,3,4,4,1,-1.474
755,755,24,2,5,4,1,-0.901
756,756,6,4,1,1,0,-1.778
757,757,15,4,5,4,1,-2.1479999999999997
758,758,24,2,1,1,0,-0.21599999999999997
759,759,12,4,1,2,1,-1.379
760,760,15,4,5,3,0,-2.3369999999999997
761,761,18,4,1,1,1,-1.3579999999999999
762,762,12,2,1,2,0,-0.44699999999999995
763,763,21,4,5,4,1,-1.938
764,764,24,4,2,2,0,-1.2719999999999998
765,765,12,2,1,1,0,-0.6359999999999999
766,766,30,2,1,2,1,0.183
767,767,10,2,5,1,0,-1.9580000000000002
768,768,12,4,1,3,0,-1.19
769,769,12,4,1,1,0,-1.5679999999999998
770,770,24,2,5,1,0,-1.468
771,771,36,4,1,4,1,-0.1609999999999998
772,772,21,4,1,3,0,-0.875
773,773,24,4,2,2,0,-1.2719999999999998
774,774,12,4,3,4,0,-1.627
775,775,24,2,5,1,1,-1.468
776,776,36,4,1,3,0,-0.34999999999999987
777,777,18,2,1,1,0,-0.426
778,778,36,4,4,3,0,-1.289
779,779,18,2,1,3,0,-0.04800000000000004
780,780,39,4,1,1,1,-0.6229999999999998
781,781,24,4,4,1,0,-2.0869999999999997
782,782,12,0,1,1,0,0.29600000000000004
783,783,12,2,2,2,1,-0.7599999999999999
784,784,20,2,5,1,0,-1.6079999999999999
785,785,18,2,4,2,0,-1.1759999999999997
786,786,22,2,3,3,0,-0.534
787,787,48,4,5,3,0,-1.182
788,788,48,3,1,4,1,0.7250000000000001
789,789,40,4,1,4,1,-0.020999999999999908
790,790,21,2,1,2,1,-0.132
791,791,24,2,5,3,0,-1.09
792,792,6,4,5,2,0,-2.841
793,793,24,2,1,4,0,0.35100000000000003
794,794,24,2,3,4,0,-0.27500000000000013
795,795,9,2,2,2,0,-0.8649999999999999
796,796,18,2,5,2,1,-1.4889999999999999
797,797,12,4,1,2,0,-1.379
798,798,24,3,5,3,0,-1.5560000000000003
799,799,9,2,5,1,0,-1.9929999999999999
800,800,24,4,1,4,0,-0.581
801,801,18,4,1,1,0,-1.3579999999999999
802,802,20,4,1,2,0,-1.0990000000000002
803,803,12,4,5,3,0,-2.442
804,804,12,2,5,1,0,-1.888
805,805,36,2,1,3,1,0.5820000000000001
806,806,6,2,1,1,0,-0.8459999999999999
807,807,12,4,5,1,0,-2.82
808,808,42,1,1,4,0,1.4470000000000003
809,809,15,0,1,1,1,0.401
810,810,8,2,1,1,0,-0.776
811,811,6,2,1,1,0,-0.8459999999999999
812,812,36,4,1,3,1,-0.34999999999999987
813,813,48,2,1,3,1,1.002
814,814,48,2,1,4,1,1.191
815,815,36,3,1,2,0,-0.0729999999999999
816,816,6,2,3,1,0,-1.472
817,817,6,4,1,3,0,-1.4000000000000001
818,818,36,2,1,3,0,0.5820000000000001
819,819,18,2,1,1,1,-0.426
820,820,12,2,1,1,0,-0.6359999999999999
821,821,12,2,1,3,0,-0.258
822,822,36,2,1,2,1,0.3930000000000002
823,823,8,4,1,1,0,-1.708
824,824,18,4,1,3,0,-0.98
825,825,21,4,1,3,0,-0.875
826,826,18,4,1,1,1,-1.3579999999999999
827,827,18,0,1,3,1,0.8840000000000001
828,828,36,2,5,4,1,-0.48099999999999965
829,829,48,3,5,4,0,-0.5269999999999999
830,830,24,3,3,3,0,-0.9300000000000002
831,831,18,2,1,3,1,-0.04800000000000004
832,832,45,0,1,3,1,1.8290000000000002
833,833,24,2,5,3,0,-1.09
834,834,15,2,1,1,1,-0.5309999999999999
835,835,12,0,1,3,1,0.6739999999999999
836,836,12,2,5,3,0,-1.51
837,837,4,2,1,1,0,-0.9159999999999999
838,838,24,4,1,2,0,-0.959
839,839,24,4,1,1,0,-1.148
840,840,36,2,1,2,1,0.3930000000000002
841,841,21,3,1,1,0,-0.7869999999999999
842,842,18,2,1,1,1,-0.426
843,843,24,1,1,3,0,0.628
844,844,18,2,1,2,0,-0.237
845,845,21,2,5,3,0,-1.195
846,846,18,2,5,3,1,-1.3
847,847,24,2,1,1,0,-0.21599999999999997
848,848,9,2,1,1,0,-0.7409999999999999
849,849,12,2,1,1,1,-0.6359999999999999
850,850,20,4,1,2,1,-1.0990000000000002
851,851,24,4,5,2,0,-2.211
852,852,15,4,1,4,0,-0.8959999999999999
853,853,18,1,1,4,1,0.6070000000000001
854,854,36,3,1,3,0,0.11600000000000005
855,855,24,2,2,1,0,-0.5289999999999999
856,856,10,2,5,2,0,-1.7690000000000001
857,857,15,4,1,4,0,-0.8959999999999999
858,858,15,2,1,2,1,-0.34199999999999997
859,859,9,2,2,1,0,-1.0539999999999998
860,860,24,4,4,1,0,-2.0869999999999997
861,861,18,3,1,3,1,-0.514
862,862,24,2,1,1,1,-0.21599999999999997
863,863,27,4,4,1,0,-1.9820000000000002
864,864,10,2,1,1,1,-0.706
865,865,15,2,3,3,0,-0.7790000000000001
866,866,18,2,1,3,0,-0.04800000000000004
867,867,12,4,1,2,0,-1.379
868,868,36,2,5,2,0,-0.8589999999999997
869,869,12,2,1,2,0,-0.44699999999999995
870,870,36,3,3,3,0,-0.51
871,871,6,4,1,1,0,-1.778
872,872,24,4,2,1,0,-1.4609999999999999
873,873,15,2,5,1,0,-1.783
874,874,12,2,1,2,0,-0.44699999999999995
875,875,11,4,4,3,0,-2.1639999999999997
876,876,18,1,1,4,0,0.6070000000000001
877,877,36,2,1,3,0,0.5820000000000001
878,878,9,2,1,4,1,-0.17399999999999993
879,879,30,4,5,2,0,-2.001
880,880,24,2,1,3,0,0.16199999999999998
881,881,24,2,5,4,0,-0.901
882,882,30,4,5,1,0,-2.19
883,883,18,4,1,3,0,-0.98
884,884,24,2,1,3,1,0.16199999999999998
885,885,12,2,1,2,1,-0.44699999999999995
886,886,24,4,5,4,0,-1.833
887,887,48,2,1,3,1,1.002
888,888,36,4,1,3,0,-0.34999999999999987
889,889,28,1,5,1,0,-0.8619999999999999
890,890,27,4,1,3,0,-0.665
891,891,15,4,1,3,0,-1.085
892,892,12,4,1,2,0,-1.379
893,893,36,4,1,3,0,-0.34999999999999987
894,894,18,4,5,2,0,-2.421
895,895,36,3,5,3,0,-1.136
896,896,21,2,1,2,0,-0.132
897,897,12,4,4,2,0,-2.3179999999999996
898,898,15,2,5,1,0,-1.783
899,899,18,2,1,3,1,-0.04800000000000004
900,900,16,4,1,2,1,-1.2389999999999999
901,901,20,4,5,1,0,-2.54
902,902,36,4,5,4,0,-1.4129999999999996
903,903,15,2,5,1,0,-1.783
904,904,24,2,1,1,0,-0.21599999999999997
905,905,12,2,1,1,0,-0.6359999999999999
906,906,21,2,5,1,0,-1.573
907,907,36,2,5,3,0,-0.6699999999999997
908,908,15,3,1,2,0,-0.8080000000000002
909,909,9,2,5,1,0,-1.9929999999999999
910,910,36,3,1,1,0,-0.2619999999999999
911,911,24,4,1,3,1,-0.77
912,912,30,2,5,3,0,-0.8800000000000001
913,913,11,2,4,1,0,-1.6099999999999999
914,914,24,1,1,2,1,0.43900000000000006
915,915,48,0,1,2,1,1.745
916,916,10,2,2,1,0,-1.0190000000000001
917,917,6,2,1,4,1,-0.2789999999999999
918,918,24,2,2,2,1,-0.33999999999999997
919,919,24,2,1,2,1,-0.02699999999999997
920,920,18,4,1,4,0,-0.7909999999999999
921,921,48,3,3,3,0,-0.09000000000000008
922,922,9,2,1,2,1,-0.5519999999999999
923,923,12,2,1,2,0,-0.44699999999999995
924,924,24,1,1,2,1,0.43900000000000006
925,925,12,1,1,3,1,0.20799999999999996
926,926,18,4,1,2,0,-1.169
927,927,48,2,1,4,1,1.191
928,928,30,2,5,3,0,-0.8800000000000001
929,929,12,3,1,1,0,-1.102
930,930,24,2,1,2,0,-0.02699999999999997
931,931,9,2,1,3,1,-0.363
932,932,9,4,1,1,0,-1.6729999999999998
933,933,12,4,3,2,0,-2.005
934,934,12,2,1,3,0,-0.258
935,935,30,3,2,4,1,-0.21800000000000008
936,936,9,2,1,1,1,-0.7409999999999999
937,937,6,2,1,3,0,-0.46799999999999997
938,938,60,2,1,4,1,1.6110000000000002
939,939,24,4,5,2,0,-2.211
940,940,12,2,5,2,0,-1.6989999999999998
941,941,10,2,1,1,0,-0.706
942,942,24,2,5,3,0,-1.09
943,943,4,4,1,1,0,-1.8480000000000003
944,944,15,2,1,2,0,-0.34199999999999997
945,945,48,0,3,3,0,1.308
946,946,24,1,3,4,1,0.19100000000000006
947,947,12,2,5,4,0,-1.321
948,948,18,2,1,2,1,-0.237
949,949,24,2,2,3,1,-0.15100000000000002
950,950,18,4,1,3,0,-0.98
951,951,36,3,1,3,1,0.11600000000000005
952,952,24,2,3,3,1,-0.4640000000000002
953,953,36,2,1,3,1,0.5820000000000001
954,954,12,2,1,2,0,-0.44699999999999995
955,955,24,4,4,2,0,-1.8979999999999997
956,956,30,4,5,2,0,-2.001
957,957,9,4,1,1,0,-1.6729999999999998
958,958,28,2,1,3,1,0.302
959,959,24,2,2,4,0,0.038000000000000034
960,960,6,4,1,1,0,-1.778
961,961,21,3,1,2,0,-0.598
962,962,15,2,5,4,0,-1.216
963,963,24,2,3,3,1,-0.4640000000000002
964,964,6,2,1,2,0,-0.6569999999999999
965,965,30,2,5,3,0,-0.8800000000000001
966,966,27,4,3,2,1,-1.48
967,967,15,2,1,3,0,-0.15300000000000002
968,968,42,2,5,2,0,-0.6489999999999997
969,969,11,4,1,1,0,-1.603
970,970,15,2,2,1,0,-0.8439999999999999
971,971,24,2,1,2,0,-0.02699999999999997
972,972,24,1,1,4,1,0.8170000000000001
973,973,60,2,1,4,1,1.6110000000000002
974,974,30,4,1,3,0,-0.56
975,975,24,2,3,3,0,-0.4640000000000002
976,976,6,2,1,1,0,-0.8459999999999999
977,977,18,3,5,2,0,-1.955
978,978,24,3,1,3,1,-0.30400000000000005
979,979,15,1,2,2,1,-0.18899999999999995
980,980,30,4,1,2,1,-0.749
981,981,48,2,1,3,1,1.002
982,982,21,2,2,3,0,-0.256
983,983,36,2,1,2,1,0.3930000000000002
984,984,24,4,1,2,0,-0.959
985,985,15,4,1,2,0,-1.274
986,986,42,0,1,2,0,1.5350000000000001
987,987,13,2,2,1,0,-0.9139999999999999
988,988,24,2,1,4,0,0.35100000000000003
989,989,24,4,1,2,0,-0.959
990,990,12,4,5,2,0,-2.631
991,991,15,1,2,3,0,0.0
992,992,18,2,5,3,0,-1.3
993,993,36,2,1,2,0,0.3930000000000002
994,994,12,2,5,3,0,-1.51
995,995,12,2,1,1,0,-0.6359999999999999
996,996,30,2,1,2,0,0.183
997,997,12,2,1,3,0,-0.258
998,998,45,2,1,4,1,1.086
999,999,45,4,2,3,0,-0.348
